locus_id,category,subfamily_raw,subfamily,subfamily_alias,group,class,include
HUERSP1_11p15.4c,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_11q12.3,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_11q22.3a,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_11q22.3b,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_11q22.3c,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_11q22.3d,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_11q24.1,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12p11.22,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12p12.1,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12p12.3a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12p12.3b,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12p12.3c,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12q12,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12q22,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12q24.31a,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12q24.31b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_12q24.33,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_13_KI270838v1_alt,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_13q13.1,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_13q21.31,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_13q31.1a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_13q31.1b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_13q34,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_14_KI270846v1_alt,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_14q21.2,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_14q23.1,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_14q32.33,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15_KI270849v1_alt,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q11.2,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q21.1a,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q21.1b,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q22.31,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q23a,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q23b,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q24.1,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q24.2,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q25.3,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q26.1a,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q26.1b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q26.2a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_15q26.2b,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_18q23,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_19_KI270867v1_alt,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_19q13.2a,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_19q13.2b,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1p13.3,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1p21.1,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1p22.2,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1p36.12,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1p36.13,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1p36.22,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1q24.2,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1q31.3,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1q44a,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_1q44b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_20p11.21,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_20p12.3,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_21q11.2,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2p16.3,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2p22.3,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q11.2,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q12.1,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q13,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q14.2,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q21.2,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q23.3,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q31.1a,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q31.1b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q32.3,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_2q35,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3p12.1,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3p21.31,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3p25.1,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3p25.3a,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3p25.3b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3p25.3c,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3q22.2a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3q22.2b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3q26.1,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3q26.2,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3q26.31,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3q26.32,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_3q27.1,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_4p15.1,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_4q13.1,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_4q21.22,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_4q23,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_4q27,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_4q28.3,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_4q34.3,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_4q35.2,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_5q12.3,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_5q14.1,unknown,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_5q14.3,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_6p21.1,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_6p21.2,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_6q12a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_6q12b,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_6q16.1,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_6q24.3a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_6q24.3b,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_6q24.3c,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_6q27,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_7p12.3a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_7p12.3b,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_7p13,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_7q21.12,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_7q31.1,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_8q13.3,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_8q21.13,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_8q23.1,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_8q23.3,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_9q22.33,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_9q33.1a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_9q33.1b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_9q33.2,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_9q34.2,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xp11.21,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xp11.22,prototype,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xp21.1a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xp21.1b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xp22.2,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xq21.1a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xq21.1b,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xq21.32,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xq22.1,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xq24,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Xq25,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Yq11.222a,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Yq11.222b,oneside,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP1_Yq11.222c,internal,HUERS-P1-int,HUERS-P1,HUERSP1,HUERS,ERV1,"LTR8,LTR8A"
HUERSP2_10q21.1,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_10q22.3,internal,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11p12a,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11p12b,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11p14.1,internal,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11p14.3,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11p15.4,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11q12.1,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11q14.3,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11q22.1a,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11q22.1b,internal,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11q22.1c,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_11q23.3,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_12p12.2,internal,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_12p12.3,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_12p13.31,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_12q21.1,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_12q23.2,internal,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_12q23.3,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_13q12.11,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_13q21.1,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_13q21.2,internal,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_13q21.31,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_13q31.1a,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_13q31.1b,internal,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_13q31.1c,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_13q33.1,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_14q21.1,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_14q31.3,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_17_KI270857v1_alt,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_17p12,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_17q12,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_17q21.31,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_18q12.1,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_18q21.2,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_19_KI270867v1_alt,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_19p12,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_19q13.2,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_1p12,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_1p21.1a,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_1p21.1b,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_1p21.1c,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_1p21.3,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_1p22.2,oneside,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_1p31.2,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
HUERSP2_1q21.3,prototype,HUERS-P2-int,HUERS-P2,HUERSP2,HUERS,ERV1,"LTR1,LTR1A1,LTR1A2,LTR1B,LTR1C,LTR1C1,LTR1D,LTR1E,LTR1F,LTR1F1"
